시도,시군구,성별,연령구분, 2019년 ,,, 2020년 ,,, 2021년 ,,, 2022년 ,,, 2023년 ,,,,,
,,,,요양급여비용,입내원일수,환자수,요양급여비용,입내원일수,환자수,요양급여비용,입내원일수,환자수,요양급여비용,입내원일수,환자수,요양급여비용,입내원일수,환자수,,,
경기,수원장안구,여,50~59세," 374,631,260 "," 13,439 "," 2,203 "," 365,504,890 "," 12,990 "," 2,184 "," 389,240,120 "," 12,765 "," 2,264 "," 406,791,280 "," 12,659 "," 2,257 "," 436,800,790 "," 12,865 "," 2,319 ",,,
경기,수원장안구,여,60~69세," 437,589,520 "," 16,038 "," 2,523 "," 459,896,500 "," 16,565 "," 2,652 "," 509,140,960 "," 17,944 "," 2,939 "," 585,632,060 "," 18,814 "," 3,056 "," 610,508,520 "," 19,560 "," 3,177 ",,,
경기,수원장안구,여,70~79세," 446,196,820 "," 16,217 "," 2,067 "," 425,739,030 "," 15,412 "," 2,094 "," 463,838,330 "," 15,034 "," 2,124 "," 532,976,410 "," 15,526 "," 2,209 "," 563,711,200 "," 16,140 "," 2,222 ",,,
경기,수원장안구,여,80~89세," 284,508,480 "," 8,740 "," 1,084 "," 264,043,860 "," 8,776 "," 1,113 "," 264,508,710 "," 8,611 "," 1,199 "," 368,186,890 "," 9,396 "," 1,275 "," 335,565,780 "," 9,189 "," 1,217 ",,,
경기,수원장안구,여,90~99세," 33,710,930 ", 837 , 110 ," 43,393,840 "," 1,035 ", 113 ," 36,720,620 ", 928 , 152 ," 56,925,430 ", 982 , 146 ," 77,021,110 "," 1,368 ", 138 ,,,
경기,수원장안구,여,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,수원팔달구,남,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,수원팔달구,남,10~19세," 29,021,210 ", 404 , 61 ," 41,385,470 ", 426 , 63 ," 35,506,720 ", 518 , 91 ," 43,235,520 ", 605 , 92 ," 30,363,590 ", 463 , 90 ,,,
경기,수원팔달구,남,20~29세," 74,618,340 "," 1,027 ", 210 ," 79,860,240 "," 1,160 ", 224 ," 80,480,770 "," 1,071 ", 242 ," 119,667,740 "," 1,196 ", 250 ," 89,899,090 "," 1,108 ", 260 ,,,
경기,수원팔달구,남,30~39세," 220,929,220 "," 3,439 ", 660 ," 209,533,740 "," 3,371 ", 663 ," 234,063,560 "," 3,430 ", 688 ," 191,849,250 "," 3,104 ", 643 ," 200,780,970 "," 3,092 ", 680 ,,,
경기,수원팔달구,남,40~49세," 572,855,390 "," 11,345 "," 2,082 "," 599,409,000 "," 11,411 "," 2,055 "," 637,289,690 "," 10,702 "," 2,010 "," 478,542,030 "," 9,847 "," 1,863 "," 656,057,530 "," 10,150 "," 1,953 ",,,
경기,수원팔달구,남,50~59세," 1,006,723,980 "," 23,966 "," 4,396 "," 1,032,308,040 "," 23,791 "," 4,283 "," 1,217,729,140 "," 23,075 "," 4,071 "," 1,104,530,910 "," 22,316 "," 3,989 "," 1,372,389,860 "," 22,485 "," 4,026 ",,,
경기,수원팔달구,남,60~69세," 1,253,067,250 "," 27,312 "," 4,625 "," 1,292,710,240 "," 28,122 "," 4,748 "," 1,526,906,870 "," 29,137 "," 4,979 "," 1,490,602,580 "," 29,251 "," 5,092 "," 1,724,321,370 "," 30,088 "," 5,309 ",,,
경기,수원팔달구,남,70~79세," 964,169,830 "," 16,694 "," 2,703 "," 912,253,590 "," 16,605 "," 2,772 "," 880,160,540 "," 16,196 "," 2,747 "," 934,700,190 "," 16,536 "," 2,820 "," 1,092,474,940 "," 17,560 "," 3,096 ",,,
경기,수원팔달구,남,80~89세," 295,468,430 "," 5,471 ", 878 ," 301,002,040 "," 5,400 ", 899 ," 464,897,770 "," 6,277 ", 964 ," 586,680,390 "," 6,850 "," 1,149 "," 448,842,120 "," 6,789 "," 1,149 ",,,
경기,수원팔달구,남,90~99세," 36,338,010 ", 424 , 57 ," 16,159,720 ", 308 , 60 ," 54,919,480 ", 406 , 73 ," 31,089,960 ", 421 , 82 ," 42,096,970 ", 405 , 94 ,,,
경기,수원팔달구,남,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,수원팔달구,여,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,수원팔달구,여,10~19세," 35,012,800 ", 467 , 55 ," 22,650,900 ", 350 , 55 ," 23,389,390 ", 402 , 69 ," 24,092,880 ", 368 , 61 ," 19,749,680 ", 310 , 57 ,,,
경기,수원팔달구,여,20~29세," 65,609,100 ", 933 , 173 ," 86,752,150 ", 955 , 185 ," 88,283,270 "," 1,049 ", 198 ," 47,804,320 ", 834 , 196 ," 66,417,240 ", 964 , 197 ,,,
경기,수원팔달구,여,30~39세," 119,876,670 "," 1,928 ", 393 ," 111,863,270 "," 1,968 ", 416 ," 112,166,100 "," 2,002 ", 418 ," 108,353,070 "," 1,839 ", 393 ," 128,520,390 "," 1,993 ", 420 ,,,
경기,수원팔달구,여,40~49세," 299,938,540 "," 5,488 ", 974 ," 316,337,710 "," 5,290 ", 980 ," 300,559,680 "," 4,940 ", 964 ," 225,629,310 "," 4,621 ", 912 ," 260,361,790 "," 4,414 ", 857 ,,,
경기,수원팔달구,여,50~59세," 770,846,190 "," 17,016 "," 2,961 "," 791,156,340 "," 16,248 "," 2,907 "," 772,722,420 "," 14,589 "," 2,718 "," 679,127,980 "," 13,744 "," 2,499 "," 779,793,980 "," 14,038 "," 2,539 ",,,
경기,수원팔달구,여,60~69세," 987,790,650 "," 23,171 "," 3,930 "," 965,228,740 "," 22,899 "," 3,998 "," 1,096,586,660 "," 22,976 "," 4,105 "," 1,035,962,060 "," 22,503 "," 4,037 "," 1,216,372,840 "," 23,808 "," 4,245 ",,,
경기,수원팔달구,여,70~79세," 867,455,000 "," 20,323 "," 3,313 "," 1,022,834,890 "," 19,628 "," 3,189 "," 954,640,320 "," 18,351 "," 3,075 "," 775,016,890 "," 17,466 "," 3,133 "," 989,696,600 "," 18,600 "," 3,121 ",,,
경기,수원팔달구,여,80~89세," 493,046,910 "," 8,692 "," 1,395 "," 470,335,320 "," 8,558 "," 1,414 "," 572,915,680 "," 9,136 "," 1,494 "," 561,025,360 "," 9,996 "," 1,727 "," 556,832,650 "," 10,137 "," 1,785 ",,,
경기,수원팔달구,여,90~99세," 29,489,270 ", 678 , 111 ," 61,219,340 ", 886 , 117 ," 77,116,440 "," 1,073 ", 136 ," 66,486,160 "," 1,152 ", 174 ," 74,539,300 ", 843 , 174 ,,,
경기,수원팔달구,여,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,수원영통구,남,0~9세," 13,352,090 ", 122 , 20 ," 14,732,860 ", 111 , 18 ," 16,962,940 ", 103 , 17 ," 23,888,090 ", 128 , 15 ," 26,222,700 ", 147 , 21 ,,,
경기,수원영통구,남,10~19세," 65,654,660 ", 633 , 108 ," 96,279,850 ", 689 , 113 ," 153,185,280 ", 899 , 147 ," 138,898,250 ", 987 , 154 ," 107,155,330 ", 950 , 155 ,,,
경기,수원영통구,남,20~29세," 112,005,850 "," 1,198 ", 254 ," 166,079,020 "," 1,339 ", 265 ," 112,143,850 "," 1,287 ", 288 ," 112,841,470 "," 1,283 ", 297 ," 134,980,860 "," 1,435 ", 320 ,,,
경기,수원영통구,남,30~39세," 178,910,050 "," 4,026 ", 858 ," 195,125,410 "," 3,892 ", 863 ," 218,169,480 "," 4,234 ", 899 ," 195,282,010 "," 3,991 ", 905 ," 300,680,180 "," 4,456 ", 949 ,,,
경기,수원영통구,남,40~49세," 698,216,540 "," 13,879 "," 2,691 "," 562,557,680 "," 12,871 "," 2,596 "," 682,459,880 "," 13,814 "," 2,800 "," 647,020,560 "," 13,876 "," 2,880 "," 676,403,570 "," 13,703 "," 2,930 ",,,
경기,수원영통구,남,50~59세," 946,229,490 "," 24,087 "," 4,510 "," 934,830,730 "," 24,025 "," 4,626 "," 1,269,919,280 "," 25,302 "," 4,746 "," 1,429,774,150 "," 25,542 "," 4,932 "," 1,383,756,930 "," 26,570 "," 5,095 ",,,
경기,수원영통구,남,60~69세," 827,804,270 "," 18,425 "," 3,312 "," 929,604,770 "," 19,307 "," 3,642 "," 1,564,867,400 "," 22,662 "," 4,197 "," 1,563,062,840 "," 24,766 "," 4,643 "," 1,578,391,730 "," 27,123 "," 5,074 ",,,
경기,수원영통구,남,70~79세," 543,497,040 "," 9,707 "," 1,589 "," 629,691,320 "," 10,053 "," 1,619 "," 796,939,100 "," 9,702 "," 1,672 "," 820,701,110 "," 10,241 "," 1,818 "," 775,718,280 "," 11,658 "," 2,107 ",,,
경기,수원영통구,남,80~89세," 193,025,680 "," 2,996 ", 444 ," 191,504,540 "," 2,825 ", 488 ," 310,238,050 "," 2,995 ", 557 ," 313,704,060 "," 3,671 ", 688 ," 427,329,810 "," 4,135 ", 754 ,,,
경기,수원영통구,남,90~99세," 22,209,700 ", 319 , 30 ," 19,777,490 ", 183 , 24 ," 17,318,740 ", 162 , 24 ," 6,858,530 ", 187 , 34 ," 26,863,070 ", 252 , 48 ,,,
경기,수원영통구,남,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,수원영통구,여,0~9세," 15,579,150 ", 110 , 21 ," 15,995,970 ", 125 , 17 ," 43,377,080 ", 222 , 24 ," 21,306,890 ", 164 , 23 ," 35,542,490 ", 203 , 24 ,,,
경기,수원영통구,여,10~19세," 65,477,960 ", 577 , 102 ," 63,160,760 ", 536 , 92 ," 80,608,290 ", 685 , 113 ," 103,713,410 ", 735 , 122 ," 109,674,370 ", 835 , 121 ,,,
경기,수원영통구,여,20~29세," 59,647,020 ", 767 , 170 ," 56,938,850 ", 769 , 169 ," 77,983,420 ", 932 , 201 ," 88,776,160 "," 1,024 ", 226 ," 87,618,400 "," 1,125 ", 227 ,,,
경기,수원영통구,여,30~39세," 110,145,330 "," 2,120 ", 437 ," 114,902,860 "," 2,128 ", 420 ," 119,345,840 "," 2,039 ", 432 ," 143,467,780 "," 2,263 ", 484 ," 139,248,580 "," 2,335 ", 491 ,,,
경기,수원영통구,여,40~49세," 221,682,980 "," 5,400 "," 1,018 "," 243,024,170 "," 5,343 ", 987 ," 236,324,480 "," 5,577 "," 1,044 "," 264,782,370 "," 5,561 "," 1,074 "," 272,799,150 "," 5,740 "," 1,079 ",,,
경기,수원영통구,여,50~59세," 546,214,300 "," 13,083 "," 2,323 "," 567,986,530 "," 13,073 "," 2,335 "," 624,364,900 "," 13,226 "," 2,411 "," 650,501,240 "," 13,787 "," 2,505 "," 636,126,540 "," 14,336 "," 2,571 ",,,
경기,수원영통구,여,60~69세," 671,734,970 "," 13,434 "," 2,350 "," 707,007,880 "," 13,384 "," 2,433 "," 821,175,740 "," 15,421 "," 2,781 "," 834,285,020 "," 16,140 "," 3,027 "," 914,414,080 "," 17,643 "," 3,331 ",,,
경기,수원영통구,여,70~79세," 509,574,090 "," 10,894 "," 1,839 "," 535,193,850 "," 10,932 "," 1,838 "," 556,631,160 "," 10,270 "," 1,869 "," 692,521,980 "," 10,951 "," 1,943 "," 649,378,200 "," 11,428 "," 2,052 ",,,
경기,수원영통구,여,80~89세," 238,759,520 "," 4,578 ", 760 ," 185,428,710 "," 4,601 ", 769 ," 366,931,350 "," 5,225 ", 883 ," 409,293,600 "," 5,796 ", 999 ," 440,666,930 "," 6,066 "," 1,087 ",,,
경기,수원영통구,여,90~99세," 52,994,860 ", 490 , 76 ," 49,957,320 ", 700 , 85 ," 44,365,570 ", 652 , 94 ," 60,739,700 ", 986 , 101 ," 53,015,690 "," 1,012 ", 129 ,,,
경기,수원영통구,여,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,안양만안구,남,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,안양만안구,남,10~19세," 4,062,030 ", 75 , 14 ," 1,446,680 ", 35 , 10 ," 5,177,290 ", 72 , 16 ," 10,485,250 ", 61 , 14 ," 4,066,310 ", 56 , 15 ,,,
경기,안양만안구,남,20~29세," 26,211,260 ", 410 , 89 ," 21,694,240 ", 315 , 76 ," 17,436,730 ", 394 , 101 ," 31,751,940 ", 433 , 103 ," 24,590,320 ", 394 , 92 ,,,
경기,안양만안구,남,30~39세," 82,249,320 "," 1,740 ", 346 ," 105,677,580 "," 1,840 ", 344 ," 96,313,470 "," 1,909 ", 380 ," 96,598,530 "," 1,791 ", 367 ," 78,454,720 "," 1,725 ", 368 ,,,
경기,안양만안구,남,40~49세," 248,833,470 "," 6,488 "," 1,216 "," 235,570,630 "," 6,349 "," 1,193 "," 261,795,640 "," 6,262 "," 1,208 "," 283,882,480 "," 6,340 "," 1,256 "," 263,052,670 "," 6,167 "," 1,227 ",,,
경기,안양만안구,남,50~59세," 526,548,480 "," 15,301 "," 2,562 "," 485,120,470 "," 14,385 "," 2,548 "," 582,805,230 "," 14,528 "," 2,609 "," 519,203,330 "," 14,107 "," 2,594 "," 485,425,300 "," 13,500 "," 2,567 ",,,
경기,안양만안구,남,60~69세," 569,528,550 "," 17,207 "," 2,833 "," 689,688,240 "," 18,109 "," 2,978 "," 769,526,900 "," 19,493 "," 3,246 "," 886,901,550 "," 19,623 "," 3,472 "," 881,425,060 "," 20,114 "," 3,523 ",,,
경기,안양만안구,남,70~79세," 479,921,470 "," 11,433 "," 1,646 "," 376,657,500 "," 10,844 "," 1,746 "," 529,777,030 "," 12,204 "," 1,894 "," 415,798,680 "," 11,426 "," 2,005 "," 480,585,240 "," 11,638 "," 2,095 ",,,
경기,안양만안구,남,80~89세," 263,576,630 "," 4,374 ", 473 ," 175,662,260 "," 3,625 ", 503 ," 201,561,410 "," 4,159 ", 583 ," 163,791,510 "," 3,939 ", 635 ," 207,062,890 "," 4,481 ", 723 ,,,
경기,안양만안구,남,90~99세," 4,026,300 ", 112 , 30 ," 12,142,320 ", 216 , 36 ," 14,669,370 ", 147 , 43 ," 30,450,380 ", 292 , 46 ," 26,521,580 ", 532 , 50 ,,,
경기,안양만안구,남,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,안양만안구,여,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,안양만안구,여,10~19세, - , - , - , - , - , - ," 2,528,200 ", 35 , 15 ," 3,742,840 ", 40 , 10 , - , - , - ,,,
경기,안양만안구,여,20~29세," 14,318,710 ", 354 , 72 ," 13,557,320 ", 293 , 61 ," 17,531,810 ", 355 , 78 ," 19,508,820 ", 334 , 68 ," 15,857,160 ", 284 , 72 ,,,
경기,안양만안구,여,30~39세," 30,974,530 ", 763 , 166 ," 33,166,030 ", 711 , 151 ," 38,371,350 ", 765 , 173 ," 43,735,720 ", 799 , 175 ," 52,964,680 ", 805 , 184 ,,,
경기,안양만안구,여,40~49세," 123,671,360 "," 3,299 ", 541 ," 112,897,530 "," 3,113 ", 515 ," 122,846,470 "," 3,167 ", 559 ," 112,281,380 "," 2,837 ", 547 ," 110,553,280 "," 2,699 ", 531 ,,,
경기,안양만안구,여,50~59세," 373,199,350 "," 10,943 "," 1,721 "," 351,524,040 "," 9,973 "," 1,680 "," 410,257,460 "," 10,260 "," 1,750 "," 367,576,610 "," 9,603 "," 1,707 "," 333,137,350 "," 8,964 "," 1,689 ",,,
경기,안양만안구,여,60~69세," 473,977,100 "," 14,815 "," 2,357 "," 506,781,550 "," 15,115 "," 2,556 "," 606,222,070 "," 16,711 "," 2,841 "," 605,586,270 "," 16,602 "," 2,911 "," 622,786,500 "," 16,074 "," 2,892 ",,,
경기,안양만안구,여,70~79세," 567,958,500 "," 14,116 "," 1,858 "," 409,842,750 "," 12,126 "," 1,882 "," 447,678,660 "," 12,479 "," 1,977 "," 452,346,070 "," 12,540 "," 2,079 "," 468,445,560 "," 12,547 "," 2,101 ",,,
경기,안양만안구,여,80~89세," 381,566,160 "," 7,413 ", 941 ," 362,790,020 "," 7,593 ", 926 ," 452,688,320 "," 8,445 "," 1,013 "," 319,483,210 "," 7,572 "," 1,136 "," 333,673,500 "," 7,428 "," 1,140 ",,,
경기,안양만안구,여,90~99세," 92,146,120 "," 1,257 ", 100 ," 31,892,600 ", 719 , 84 ," 32,020,820 ", 712 , 93 ," 16,462,910 ", 555 , 112 ," 22,324,700 ", 546 , 127 ,,,
경기,안양만안구,여,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,안양동안구,남,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,안양동안구,남,10~19세," 24,314,580 ", 252 , 41 ," 32,637,190 ", 292 , 49 ," 36,582,440 ", 354 , 56 ," 38,766,480 ", 346 , 57 ," 37,437,820 ", 351 , 55 ,,,
경기,안양동안구,남,20~29세," 48,094,010 ", 738 , 153 ," 57,209,320 ", 750 , 142 ," 66,631,790 ", 822 , 181 ," 72,966,230 ", 822 , 171 ," 62,517,010 ", 809 , 179 ,,,
경기,안양동안구,남,30~39세," 109,606,020 "," 2,575 ", 560 ," 164,700,970 "," 3,025 ", 574 ," 236,350,910 "," 3,144 ", 631 ," 177,109,410 "," 3,014 ", 650 ," 188,856,760 "," 3,190 ", 669 ,,,
경기,안양동안구,남,40~49세," 420,191,540 "," 10,775 "," 2,061 "," 482,080,890 "," 10,923 "," 2,007 "," 518,424,220 "," 10,832 "," 2,039 "," 578,402,580 "," 10,433 "," 2,005 "," 550,692,010 "," 9,971 "," 1,981 ",,,
경기,안양동안구,남,50~59세," 880,101,600 "," 22,411 "," 3,946 "," 943,545,930 "," 22,377 "," 4,014 "," 1,006,227,860 "," 22,552 "," 4,005 "," 1,148,851,440 "," 22,130 "," 4,085 "," 1,055,944,890 "," 21,897 "," 4,096 ",,,
경기,안양동안구,남,60~69세," 841,411,590 "," 21,571 "," 3,644 "," 1,058,499,610 "," 24,375 "," 4,103 "," 1,184,305,970 "," 26,663 "," 4,496 "," 1,410,999,730 "," 27,639 "," 4,904 "," 1,477,512,440 "," 28,375 "," 5,088 ",,,
경기,안양동안구,남,70~79세," 466,323,370 "," 10,805 "," 1,713 "," 728,616,110 "," 12,281 "," 1,876 "," 604,546,310 "," 12,522 "," 1,985 "," 691,358,300 "," 13,155 "," 2,143 "," 758,471,900 "," 14,127 "," 2,369 ",,,
경기,안양동안구,남,80~89세," 152,813,770 "," 3,955 ", 589 ," 208,405,640 "," 4,422 ", 647 ," 243,640,580 "," 4,640 ", 731 ," 259,570,970 "," 5,070 ", 817 ," 447,172,930 "," 5,583 ", 890 ,,,
경기,안양동안구,남,90~99세," 4,351,790 ", 192 , 37 ," 9,464,880 ", 210 , 42 ," 49,592,000 ", 311 , 37 ," 21,840,510 ", 233 , 50 ," 7,553,670 ", 215 , 49 ,,,
경기,안양동안구,남,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,안양동안구,여,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,안양동안구,여,10~19세," 24,426,050 ", 248 , 37 ," 21,280,260 ", 193 , 29 ," 42,692,450 ", 275 , 38 ," 35,692,960 ", 281 , 48 ," 23,752,370 ", 262 , 47 ,,,
경기,안양동안구,여,20~29세," 34,038,770 ", 464 , 94 ," 28,781,580 ", 513 , 103 ," 35,038,460 ", 601 , 119 ," 61,522,600 ", 543 , 122 ," 47,330,740 ", 599 , 128 ,,,
경기,안양동안구,여,30~39세," 59,794,710 "," 1,280 ", 267 ," 103,051,250 "," 1,486 ", 265 ," 100,853,490 "," 1,436 ", 268 ," 116,201,030 "," 1,430 ", 293 ," 159,181,380 "," 1,493 ", 299 ,,,
경기,안양동안구,여,40~49세," 144,571,070 "," 3,679 ", 705 ," 201,594,910 "," 3,781 ", 711 ," 219,685,980 "," 4,178 ", 804 ," 251,493,510 "," 4,237 ", 814 ," 246,004,380 "," 4,212 ", 805 ,,,
경기,안양동안구,여,50~59세," 472,636,170 "," 13,306 "," 2,282 "," 500,925,960 "," 13,336 "," 2,339 "," 561,393,490 "," 13,262 "," 2,387 "," 587,653,360 "," 12,718 "," 2,312 "," 648,598,720 "," 12,649 "," 2,278 ",,,
경기,안양동안구,여,60~69세," 575,883,760 "," 16,578 "," 2,736 "," 733,302,850 "," 18,871 "," 3,012 "," 835,210,310 "," 20,453 "," 3,386 "," 1,003,445,440 "," 20,910 "," 3,579 "," 977,368,910 "," 20,851 "," 3,561 ",,,
경기,안양동안구,여,70~79세," 495,526,720 "," 13,507 "," 2,098 "," 550,538,450 "," 14,480 "," 2,219 "," 618,097,240 "," 14,853 "," 2,341 "," 884,136,020 "," 15,078 "," 2,406 "," 824,541,230 "," 15,164 "," 2,437 ",,,
경기,안양동안구,여,80~89세," 321,859,720 "," 7,511 "," 1,136 "," 390,748,710 "," 7,972 "," 1,229 "," 412,715,460 "," 8,406 "," 1,323 "," 519,229,490 "," 8,815 "," 1,420 "," 474,248,560 "," 8,926 "," 1,490 ",,,
경기,안양동안구,여,90~99세," 21,938,480 ", 522 , 77 ," 31,836,840 ", 521 , 99 ," 42,964,670 ", 695 , 124 ," 76,950,850 ", 889 , 160 ," 44,973,560 ", 924 , 192 ,,,
경기,안양동안구,여,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,의정부시,남,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,의정부시,남,10~19세," 17,079,900 ", 247 , 63 ," 11,995,540 ", 218 , 59 ," 27,255,240 ", 396 , 91 ," 17,446,400 ", 290 , 79 ," 30,618,150 ", 373 , 86 ,,,
경기,의정부시,남,20~29세," 78,912,800 "," 1,116 ", 238 ," 70,265,270 "," 1,214 ", 263 ," 95,238,710 "," 1,536 ", 326 ," 86,074,830 "," 1,545 ", 336 ," 117,574,090 "," 1,600 ", 329 ,,,
경기,의정부시,남,30~39세," 210,786,470 "," 3,735 ", 713 ," 198,532,270 "," 3,839 ", 740 ," 213,239,440 "," 4,361 ", 859 ," 220,068,730 "," 4,398 ", 911 ," 263,850,730 "," 4,513 ", 943 ,,,
경기,의정부시,남,40~49세," 713,153,740 "," 15,953 "," 2,721 "," 630,323,580 "," 15,348 "," 2,767 "," 808,118,960 "," 16,789 "," 2,965 "," 799,360,100 "," 16,696 "," 3,067 "," 724,670,030 "," 15,738 "," 3,138 ",,,
경기,의정부시,남,50~59세," 1,282,073,950 "," 32,173 "," 5,308 "," 1,264,666,760 "," 31,719 "," 5,410 "," 1,380,874,610 "," 33,903 "," 5,838 "," 1,597,196,310 "," 35,408 "," 6,189 "," 1,538,940,760 "," 35,382 "," 6,344 ",,,
경기,의정부시,남,60~69세," 1,355,892,370 "," 34,074 "," 5,319 "," 1,432,924,940 "," 35,540 "," 5,711 "," 1,637,386,220 "," 41,004 "," 6,561 "," 1,946,640,570 "," 43,743 "," 7,218 "," 1,900,404,590 "," 44,390 "," 7,594 ",,,
경기,의정부시,남,70~79세," 825,114,990 "," 21,779 "," 3,300 "," 816,210,720 "," 22,084 "," 3,378 "," 1,023,480,130 "," 24,352 "," 3,735 "," 1,155,962,530 "," 26,076 "," 4,106 "," 1,207,451,560 "," 26,826 "," 4,213 ",,,
경기,의정부시,남,80~89세," 280,201,950 "," 7,212 "," 1,074 "," 362,311,580 "," 7,996 "," 1,175 "," 460,954,110 "," 9,305 "," 1,395 "," 568,024,380 "," 11,000 "," 1,643 "," 542,106,220 "," 10,807 "," 1,730 ",,,
경기,의정부시,남,90~99세," 32,726,670 ", 405 , 66 ," 17,292,050 ", 362 , 74 ," 44,601,400 ", 665 , 76 ," 23,679,750 ", 602 , 107 ," 24,331,000 ", 484 , 100 ,,,
경기,의정부시,남,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,의정부시,여,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,의정부시,여,10~19세," 17,126,720 ", 180 , 43 ," 20,467,150 ", 218 , 42 ," 18,599,660 ", 313 , 62 ," 22,626,950 ", 305 , 66 ," 24,367,670 ", 366 , 70 ,,,
경기,의정부시,여,20~29세," 43,213,950 ", 614 , 140 ," 54,736,390 ", 784 , 186 ," 56,017,310 "," 1,063 ", 238 ," 89,625,290 "," 1,048 ", 232 ," 78,453,820 "," 1,109 ", 249 ,,,
경기,의정부시,여,30~39세," 118,785,290 "," 1,890 ", 387 ," 89,290,180 "," 1,857 ", 387 ," 104,665,570 "," 2,398 ", 469 ," 127,622,080 "," 2,782 ", 537 ," 178,490,740 "," 2,998 ", 592 ,,,
경기,의정부시,여,40~49세," 326,338,540 "," 7,168 "," 1,206 "," 294,106,740 "," 7,138 "," 1,250 "," 312,753,500 "," 8,211 "," 1,443 "," 322,747,140 "," 8,076 "," 1,466 "," 340,366,640 "," 7,741 "," 1,431 ",,,
경기,의정부시,여,50~59세," 878,018,840 "," 21,900 "," 3,441 "," 831,063,420 "," 21,491 "," 3,490 "," 894,229,680 "," 22,992 "," 3,742 "," 980,751,530 "," 23,347 "," 3,915 "," 1,003,373,640 "," 23,194 "," 3,964 ",,,
경기,의정부시,여,60~69세," 1,040,901,640 "," 27,179 "," 4,234 "," 1,022,197,060 "," 27,358 "," 4,429 "," 1,208,841,520 "," 31,318 "," 5,150 "," 1,395,597,750 "," 34,014 "," 5,622 "," 1,459,365,470 "," 34,891 "," 5,816 ",,,
경기,의정부시,여,70~79세," 1,015,105,610 "," 27,722 "," 3,973 "," 1,041,691,820 "," 27,599 "," 4,009 "," 1,213,758,340 "," 29,307 "," 4,362 "," 1,306,152,870 "," 29,848 "," 4,740 "," 1,339,229,190 "," 29,570 "," 4,691 ",,,
경기,의정부시,여,80~89세," 721,996,940 "," 14,657 "," 1,870 "," 494,944,050 "," 12,811 "," 1,908 "," 597,613,890 "," 14,080 "," 2,146 "," 787,719,370 "," 17,566 "," 2,676 "," 682,438,190 "," 15,960 "," 2,664 ",,,
경기,의정부시,여,90~99세," 62,150,210 "," 1,046 ", 156 ," 56,182,450 "," 1,182 ", 182 ," 82,120,110 "," 1,281 ", 217 ," 52,403,090 "," 1,495 ", 260 ," 73,971,430 "," 1,376 ", 269 ,,,
경기,의정부시,여,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,과천시,남,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,과천시,남,10~19세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,과천시,남,20~29세, - , - , - ," 895,880 ", 34 , 10 ," 1,292,370 ", 41 , 13 ," 1,483,880 ", 36 , 13 ," 1,408,150 ", 41 , 13 ,,,
경기,과천시,남,30~39세," 5,455,550 ", 172 , 31 ," 6,163,160 ", 196 , 41 ," 6,216,840 ", 220 , 36 ," 6,587,020 ", 242 , 57 ," 7,541,750 ", 260 , 57 ,,,
경기,과천시,남,40~49세," 24,799,880 ", 848 , 150 ," 27,569,600 ", 950 , 152 ," 26,889,680 ", 940 , 159 ," 29,518,420 "," 1,095 ", 194 ," 32,953,780 "," 1,050 ", 195 ,,,
경기,과천시,남,50~59세," 53,384,440 "," 1,956 ", 347 ," 61,245,520 "," 2,162 ", 382 ," 66,485,240 "," 2,419 ", 420 ," 71,800,040 "," 2,551 ", 452 ," 68,131,110 "," 2,271 ", 446 ,,,
경기,과천시,남,60~69세," 50,470,600 "," 2,109 ", 344 ," 63,088,020 "," 2,464 ", 406 ," 73,421,310 "," 2,781 ", 456 ," 79,951,830 "," 2,894 ", 549 ," 82,898,840 "," 2,939 ", 556 ,,,
